restaurant_id,name,price,ingredients,visibility,description
28,Shawarma di Pollo,12,"Pollo marinato (spezie, aglio, yogurt), pita, salsa tahini, verdure",1,"Pollo marinato (spezie shawarma), Pane pita, Lattuga, Pomodori, Cipolla, Salsa tahina o yogurt"
29,Hamburger con Avocado,10,"Hamburger di carne, avocado, formaggio, maionese, panino",1,"Pane per hamburger, Carne macinata (manzo), Avocado, Pomodoro, Lattuga, Cipolla, Maionese"
29,Moqueca di Pollo,9,"Pollo, latte di cocco, pomodori, cipolla, peperoni, coriandolo",1,"Petto di pollo, Latte di cocco, Olio di dendê (palma), Pomodori, Peperoni, Cipolla, Aglio, Coriandolo"
29,Churrasco di Manzo,14,"Carne di manzo (come picanha o costate), sale grosso, pepe, spezie",1,"Carne di manzo (tagli Churrasco), Sale grosso, Olio d’oliva"
29,Picanha alla Griglia,8,"Carne di manzo (picanha), sale grosso, pepe, rosmarino",1,"Picanha, Sale grosso, Pepe, Olio d’oliva"
29,Risotto con Frutti di Mare,10,"Riso, frutti di mare (gamberetti, cozze, calamari), brodo di pesce, vino bianco, prezzemolo",1,"Riso, Frutti di mare (cozze, gamberi, calamari), Aglio, Cipolla, Brodo di pesce, Olio, Prezzemolo"
30,Pizza ai Funghi Porcini,8,"Impasto per pizza, mozzarella, funghi porcini, olio d’oliva, prezzemolo",1,"Impasto per pizza, Funghi porcini, Mozzarella, Olio extravergine d’oliva, Aglio, Prezzemolo"
30,Pinsa al Salmone Affumicato,12,"Impasto per pinsa, salmone affumicato, mozzarella, rucola, formaggio spalmabile",1,"Impasto per pinsa, Salmone affumicato, Philadelphia o formaggio cremoso, Rucola, Limone"
30,Pizza alla Diavola,10,"Impasto per pizza, mozzarella, salame piccante, peperoni, pomodoro",1,"Impasto per pizza, Salame piccante, Mozzarella, Pomodoro, Origano"
30,Pinsa Capricciosa,10,"Impasto per pinsa, prosciutto cotto, funghi, carciofi, olive nere, mozzarella",1,"Impasto per pinsa, Prosciutto cotto, Carciofi, Funghi, Olive, Mozzarella, Pomodoro"
30,Pizza con Prosciutto e Rucola,10,"Impasto per pizza, prosciutto crudo, mozzarella, rucola, olio d’oliva",1,"Impasto per pizza, Prosciutto crudo, Rucola, Scaglie di parmigiano, Pomodoro, Mozzarella"
31,Crostata di Mele,10,"Mele, zucchero, burro, farina, uova, cannella, marmellata di albicocche",1,"Farina, Burro, Zucchero, Uova, Mele, Cannella, Succo di limone"
31,Torta al Cioccolato Senza Glutine,11,"Cioccolato fondente, farina senza glutine, burro, zucchero, uova",1,"Farina senza glutine, Cioccolato fondente, Zucchero, Burro o olio, Uova, Lievito senza glutine"
31,Muffin ai Mirtilli,8,"Mirtilli, farina, zucchero, burro, uova, lievito, vaniglia",1,"Farina, Zucchero, Burro, Latte, Mirtilli, Lievito, Uova"
31,Pane Senza Glutine,9,"Farina senza glutine, lievito, olio d’oliva, acqua, sale",1,"Farina senza glutine, Acqua, Lievito, Sale, Olio d'oliva"
31,Biscotti al Burro di Arachidi,6,"Burro di arachidi, zucchero, farina, uova, bicarbonato",1,"Burro di arachidi, Zucchero di canna, Uova, Farina, Lievito"
32,Pizza con Gorgonzola e Pere,9,"Gorgonzola, pere, impasto per pizza, noci",1,"Impasto per pizza, Gorgonzola, Pere, Noci, Miele (opzionale)"
32,Pinsa con Mozzarella di Bufala,12,"Mozzarella di bufala, impasto per pinsa, olio d’oliva",1,"Impasto per pinsa, Mozzarella di bufala, Pomodoro, Basilico"
32,Focaccia con Pomodoro e Basilico,10,"Focaccia, pomodoro, basilico, olio d’oliva, sale",1,"Focaccia, Pomodori freschi o pelati, Basilico, Olio extravergine d'oliva"
32,Panino con Roast Beef,8,"Carne di roast beef, pane per panino, lattuga, pomodoro, maionese",1,"Pane per panino, Roast beef, Senape, Rucola, Cipolla caramellata (opzionale)"
32,Pizza alle Verdure Grigliate,11,"Verdure grigliate (melanzane, zucchine, peperoni, cipolla), mozzarella, impasto per pizza",1,"Impasto per pizza, Verdure grigliate (zucchine, melanzane, peperoni), Mozzarella, Pomodoro"
33,Riso Basmati,12,"Riso basmati, acqua",1,"Riso basmati, Acqua, Sale, Burro o olio (opzionale)"
33,Pollo al Curry Rosso,12,"Pollo, curry rosso, latte di cocco, cipolla, peperoni",1,"Pollo, Curry rosso in pasta, Latte di cocco, Zenzero, Cipolla, Olio, Riso"
33,Involtini di Riso Thai,9,"Involtini di riso, verdure (carote, zucchine), salsa di soia",1,"Foglie di riso, Verdure (carote, cetriolo, lattuga), Vermicelli di riso, Salsa di soia o arachidi"
33,Sushi Temaki,10,"Alga nori, riso, pesce crudo (come tonno, salmone), avocado, cetriolo",1,"Alga nori, Riso per sushi, Pesce crudo o cotto, Avocado, Cetriolo, Wasabi, Salsa di soia"
33,Zuppa Wonton,11,"Brodo, wonton (impasto ripieno di carne di maiale, gamberi, o verdure)",1,"Pasta wonton, Carne di maiale macinata, Aglio, Zenzero, Salsa di soia, Brodo"
34,Polpette di Lenticchie,14,"Lenticchie, cipolla, aglio, pomodoro, spezie",1,"Lenticchie, Cipolla, Carota, Aglio, Pangrattato, Spezie (cumino, coriandolo)"
34,Tofu al Curry,12,"Tofu, curry in polvere, latte di cocco, cipolla, verdure",1,"Tofu, Curry in polvere o pasta, Latte di cocco, Zenzero, Verdure (opzionale)"
34,Smoothie Bowl,10,"Frutta (come banana, mirtilli, fragole), yogurt, semi di chia, granola",1,"Frutta fresca (banane, frutti di bosco, mango), Yogurt o latte vegetale, Semi, Fiocchi d'avena"
34,Quinoa con Verdure,12,"Quinoa, verdure (come zucchine, carote, peperoni), olio d’oliva",1,"Quinoa, Zucchine, Carote, Peperoni, Aglio, Olio extravergine d'oliva, Erbe aromatiche"
34,Brownies Senza Glutine,14,"Cioccolato fondente, zucchero, farina senza glutine, burro, uova",1,"Farina senza glutine, Cioccolato fondente, Zucchero, Burro, Uova, Noci (opzionale)"
35,Burger con Formaggio Cheddar,12,"Carne di manzo, cheddar, pane per hamburger, lattuga, maionese",1,"Pane per hamburger, Carne di manzo macinata, Cheddar, Lattuga, Pomodoro, Cipolla, Salse"
35,Pollo Tandoori,8,"Pollo, spezie tandoori, yogurt, riso basmati",1,"Pollo, Yogurt, Spezie Tandoori, Limone, Aglio, Zenzero"
35,Kebab con Salsa BBQ,10,"Kebab, salsa BBQ, pane pita, verdure (come pomodoro, lattuga, cipolla)",1,"Pane pita, Carne di kebab, Salsa BBQ, Lattuga, Pomodori, Cipolla"
35,Polpette di Pollo,12,"Carne di pollo macinata, pane grattugiato, uova, prezzemolo, cipolla",1,"Pollo macinato, Pangrattato, Uova, Parmigiano, Spezie (paprika, cumino)"
35,Pita con Hummus e Verdure,10,"Pita, hummus, verdure (come pomodoro, cetriolo, lattuga)",1,"Pane pita, Hummus, Verdure grigliate o crude (zucchine, carote, cetriolo)"
36,Burrito con Carne di Manzo,12,"Carne di manzo, tortilla, riso, fagioli, salsa",1,"Tortilla, Carne di manzo macinata, Riso, Fagioli, Verdure, Salsa di pomodoro, Spezie (paprika, cumino)"
36,Poke con Mango,11,"Mango, riso, avocado, pesce crudo",1,"Riso per sushi, Pesce crudo o cotto, Mango, Avocado, Salsa di soia"
36,Tacos di Pesce,16,"Pesce (come merluzzo o salmone), tortillas, cavolo, salsa",1,"Tortilla di mais, Pesce (merluzzo o simile), Cavolo rosso, Salsa lime, Coriandolo, Spezie"
36,Poke Bowl con Tofu,9,"Tofu, riso, avocado, salsa di soia, verdure miste",1,"Riso per sushi, Tofu, Edamame, Avocado, Carote, Salsa di soia, Semi di sesamo"
36,Churros con Salsa al Cioccolato,12,"Churros, zucchero, burro, farina, cioccolato fondente",1,"Farina, Acqua, Zucchero, Burro, Uova, Olio per friggere, Cioccolato fondente, Panna"
37,Pizza con Gamberetti e Zucchine,10,"Gamberetti, zucchine, mozzarella, impasto per pizza",1,"Impasto per pizza, Gamberetti, Zucchine, Mozzarella, Pomodoro, Prezzemolo"
37,Pinsa con Prosciutto Cotto e Funghi,9,"Prosciutto cotto, funghi, impasto per pinsa, mozzarella",1,"Impasto per pinsa, Prosciutto cotto, Funghi, Mozzarella, Pomodoro"
37,Focaccia con Olive Taggiasche,14,"Focaccia, olive taggiasche, olio d’oliva, sale",1,"Focaccia, Olive taggiasche, Rosmarino, Olio extravergine d'oliva"
37,Panino con Pollo e Avocado,8,"Pane per panino, pollo grigliato, avocado, lattuga, maionese",1,"Pane per panino, Petto di pollo, Avocado, Lattuga, Maionese (opzionale)"
37,Pizza con Salame Piccante e Peperoni,10,"Salame piccante, peperoni, impasto per pizza, mozzarella",1,"Impasto per pizza, Salame piccante, Peperoni, Mozzarella, Pomodoro"
38,Ramen con Pollo,8,"Ramen (brodo di pollo, noodles), pollo, verdure, uova",1,"Noodles, Brodo di pollo, Pollo, Uova sode, Cipollotto, Alga nori, Germogli di soia"
38,Sushi al Salmone,12,"Salmone, riso, salsa di soia, alga nori, avocado",1,"Riso per sushi, Salmone crudo, Alga nori, Avocado, Salsa di soia, Wasabi"
38,Gai Pad Krapow con Riso,6,"Pollo, basilico, aglio, peperoncino, salsa di pesce, riso",1,"Pollo, Basilico tailandese, Aglio, Peperoncini, Salsa di soia, Zucchero di palma, Riso"
38,Maki di Avocado e Tonno,9,"Alga nori, riso, tonno, avocado, cetriolo",1,"Alga nori, Riso per sushi, Avocado, Tonno, Salsa di soia, Wasabi"
38,Poke con Salmone e Edamame,10,"Salmone, edamame, avocado, riso, salsa di soia",1,"Riso per sushi, Salmone, Edamame, Avocado, Carote, Salsa di soia, Semi di sesamo"
39,Pollo Vindaloo,10,"Pollo, spezie vindaloo, peperoncino, cipolla, pomodoro, yogurt, riso basmati",1,"Pollo, Pasta di Vindaloo, Cipolla, Pomodori, Aglio, Zenzero, Spezie (curcuma, coriandolo)"
39,Kebab con Pita,11,"Kebab, pita, lattuga, pomodoro, cipolla, salsa yogurt",1,"Pane pita, Carne di kebab, Verdure fresche, Salsa yogurt, Spezie"
39,Tacos con Carne Asada,15,"Carne asada (manzo), tortilla, cipolla, coriandolo, salsa, lime",1,"Tortilla di mais, Carne di manzo marinata, Cipolla, Coriandolo, Lime"
39,Curry di Verdure,10,"Verdure (come zucchine, melanzane, carote, peperoni), curry in polvere, latte di cocco",1,"Patate, Zucchine, Carote, Latte di cocco, Curry in polvere o pasta, Zenzero, Aglio"
39,Burritos con Fagioli Neri,12,"Fagioli neri, tortilla, riso, avocado, salsa, cipolla",1,"Tortilla, Fagioli neri, Riso, Guacamole, Salsa di pomodoro, Formaggio grattugiato"
40,Pulled Pork Sandwich,18,"Maiale sfilacciato, panino, insalata, salsa BBQ",1,"Pane per sandwich, Maiale sfilacciato, Salsa BBQ, Cavolo cappuccio, Maionese"
40,Pizza con Peperoni,12,"Impasto per pizza, peperoni, mozzarella, pomodoro",1,"Impasto per pizza, Peperoni (rossi, verdi o gialli), Mozzarella, Pomodoro"
40,Cheeseburger con Avocado,10,"Carne di manzo, avocado, pane per hamburger, lattuga, pomodoro, maionese",1,"Pane per hamburger, Carne di manzo, Avocado, Formaggio cheddar, Lattuga, Pomodoro"
40,Ribs alla Griglia,24,"Ribs di maiale, salsa BBQ, contorno (come patatine fritte o insalata)",1,"Costine di maiale, Salsa BBQ, Spezie (paprika, pepe), Zucchero di canna"
40,Burger con Uovo e Bacon,11,"Carne di manzo, uovo, bacon, pane per hamburger, lattuga, formaggio",1,"Pane per hamburger, Carne di manzo, Uovo fritto, Bacon croccante, Formaggio, Salse"
